#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB191001B   |    927345    | -1.193510e+00 | -1.597540e+00 | -7.491530e-01 | 1.169430e+02 | 8.035570e+01 | 0.000000e+00 | 5.838340e-03 | 3.834410e-03 | 9.276740e-03 | 47.66 | 56 | 0.8511 | 7.784093e-01 | 50.0000 | 121.4 | 4.728000 | 126.120000 |  
GRB190926A   |    926515    | -1.996950e+00 | -0.000000e+00 | -0.000000e+00 | 1.670190e+00 | N/A | N/A | 7.266040e-04 | N/A | N/A | 49.29 | 56 | 0.8802 | 7.248981e-01 | 50.0000 | 386.5 | -0.004000 | 386.468000 |  
GRB190829A   |    922968    | -1.369630e+00 | -2.010450e+00 | 2.072510e-01 | 1.889780e+01 | N/A | N/A | 5.948360e-02 | N/A | N/A | 49.25 | 56 | 0.8794 | 7.264309e-01 | 50.0000 | 59.14 | -51.896000 | 7.240000 |  
GRB190828B   |    922808    | -1.337060e+00 | -1.501000e+00 | -7.789420e-01 | 9.991630e+03 | 0.000000e+00 | 0.000000e+00 | 4.881880e-04 | 0.000000e+00 | 9.031320e-04 | 50.47 | 56 | 0.9013 | 6.833295e-01 | 50.0000 | 940.7 | -42.360000 | 898.360000 |  
GRB190824A   |    922107    | -1.251270e+00 | -1.559620e+00 | -9.197000e-01 | 1.068700e+02 | 7.691940e+01 | 4.467210e+02 | 7.164760e-03 | 5.066980e-03 | 1.041900e-02 | 31.05 | 56 | 0.5545 | 9.972468e-01 | 50.0000 | 186.5 | -71.888000 | 114.640000 |  
GRB190821A   |    921722    | -1.595880e+00 | -1.990890e+00 | -1.157300e+00 | 4.343820e+01 | 7.822450e+00 | 6.508450e+01 | 6.833540e-03 | 4.233780e-03 | 1.171160e-02 | 57.03 | 56 | 1.018 | 4.365184e-01 | 50.0000 | 62.8 | -3.308000 | 59.492000 |  
GRB190816A   |    920783    | -1.619780e+00 | -1.724100e+00 | -1.510310e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.907170e-03 | 1.567080e-03 | 2.797870e-03 | 44.34 | 56 | 0.7919 | 8.695895e-01 | 50.0000 | 548 | -206.480000 | 341.552000 |  
GRB190727B   |    916733    | -1.373070e+00 | -1.424750e+00 | -1.283880e+00 | 9.460080e+02 | 0.000000e+00 | 0.000000e+00 | 3.205820e-02 | 3.045190e-02 | 3.451440e-02 | 45.93 | 56 | 0.8201 | 8.293346e-01 | 50.0000 | 60.44 | -21.488000 | 38.956000 |  
GRB190719C   |    915381    | -1.458760e+00 | -1.730320e+00 | -1.100120e+00 | 1.233460e+02 | 7.232180e+01 | 0.000000e+00 | 3.469250e-03 | 2.611770e-03 | 5.286930e-03 | 61.39 | 56 | 1.096 | 2.889028e-01 | 50.0000 | 202.4 | -0.280000 | 202.124000 |  
GRB190718A   |    915091    | 6.328300e+00 | N/A | N/A | 4.452240e+01 | N/A | N/A | 6.553800e-01 | N/A | N/A | 68.68 | 56 | 1.226 | 1.190648e-01 | 50.0000 | 720 | 0.568000 | 720.568000 |  
GRB190706B   |    913302    | -9.178380e-01 | -2.164810e+00 | 1.007580e+00 | 4.660700e+01 | 1.162760e-01 | 0.000000e+00 | 4.945060e-03 | 0.000000e+00 | 7.065260e-02 | 57.98 | 56 | 1.035 | 4.020457e-01 | 50.0000 | 51.58 | -0.248000 | 51.336000 |  
GRB190701A   |    912310    | -1.792900e+00 | -2.397830e+00 | -6.945090e-01 | 8.167030e+01 | 1.547940e-02 | 0.000000e+00 | 1.975230e-03 | 0.000000e+00 | 8.104670e-03 | 59.27 | 56 | 1.058 | 3.572749e-01 | 50.0000 | 54.98 | 35.016000 | 89.992000 |  
GRB190630C   |    912239    | -1.290080e+00 | -1.807660e+00 | -6.795580e-01 | 4.459090e+01 | 3.574220e+01 | 6.228450e+01 | 1.143900e-02 | 5.879960e-03 | 2.553570e-02 | 53.13 | 56 | 0.9487 | 5.842377e-01 | 50.0000 | 52.15 | -1.920000 | 50.232000 |  
GRB190630B   |    912102    | -1.280090e+00 | -2.643330e+00 | -2.545080e-01 | 4.462180e+02 | 0.000000e+00 | 0.000000e+00 | 4.860540e-03 | 3.866390e-03 | 1.540650e-02 | 55.66 | 56 | 0.9939 | 4.876471e-01 | 50.0000 | 6.388 | -1.684000 | 4.704000 |  
GRB190627A   |    911609    | -1.475810e+00 | -2.004210e+00 | 7.239350e-01 | 1.647070e+01 | N/A | N/A | 2.012580e-02 | N/A | N/A | 54.48 | 56 | 0.9729 | 5.325265e-01 | 50.0000 | 2.956 | -0.012000 | 2.944000 |  
GRB190613B   |    908329    | -1.752270e+00 | -2.782380e+00 | -1.466300e+00 | 9.999360e+03 | N/A | N/A | 1.319050e-03 | N/A | N/A | 81.59 | 56 | 1.457 | 1.441458e-02 | 50.0000 | 178.5 | -2.848000 | 175.652000 |  
GRB190613A   |    908288    | -1.012690e+00 | -3.133060e+00 | -2.018000e-04 | 2.759430e+02 | 0.000000e+00 | 0.000000e+00 | 1.058440e-02 | 7.537440e-03 | 2.771970e-02 | 54.44 | 56 | 0.9722 | 5.339233e-01 | 50.0000 | 19.7 | 0.624000 | 20.320000 |  
GRB190611A   |    907950    | -5.865600e-01 | -2.170880e+00 | 3.558600e+00 | 4.956800e+01 | 1.176600e+01 | 0.000000e+00 | 3.860450e-03 | 0.000000e+00 | 6.167910e-01 | 54.71 | 56 | 0.9770 | 5.236345e-01 | 50.0000 | 64.7 | -0.872000 | 63.824000 |  
GRB190610A   |    907754    | -1.948900e-01 | -5.544450e-01 | 4.986110e-01 | 9.988720e+02 | 0.000000e+00 | 0.000000e+00 | 4.393690e-02 | 3.414890e-02 | 6.769000e-02 | 56.90 | 56 | 1.016 | 4.412456e-01 | 50.0000 | 0.74 | 0.212000 | 0.952000 |  
GRB190604B   |    906654    | -1.649270e+00 | -1.777140e+00 | -1.471760e+00 | 1.862520e+02 | 7.509340e+01 | 0.000000e+00 | 7.424940e-03 | 6.565670e-03 | 8.925960e-03 | 39.56 | 56 | 0.7065 | 9.528741e-01 | 50.0000 | 277.8 | -39.776000 | 238.040000 |  
GRB190519A   |    904394    | -1.280870e+00 | -1.510170e+00 | -1.038340e+00 | 9.094970e+01 | 7.476790e+01 | 1.377440e+02 | 5.383750e-02 | 4.203680e-02 | 6.995280e-02 | 70.44 | 56 | 1.258 | 9.277030e-02 | 50.0000 | 58.1 | -52.472000 | 5.624000 |  
GRB190515B   |    903845    | -1.794830e+00 | -1.943840e+00 | -1.445320e+00 | 9.999360e+03 | 1.000010e-02 | 0.000000e+00 | 2.784770e-03 | 1.195920e-03 | 4.217490e-03 | 52.79 | 56 | 0.9426 | 5.972676e-01 | 50.0000 | 57.34 | -25.544000 | 31.800000 |  
GRB190512A   |    903357    | -1.529990e+00 | -2.122770e+00 | -8.134200e-01 | 3.576340e+01 | N/A | N/A | 5.368110e-03 | N/A | N/A | 44.53 | 56 | 0.7952 | 8.651581e-01 | 50.0000 | 53 | -9.700000 | 43.300000 |  
GRB190511A   |    903158    | -5.792820e-01 | -1.020680e+00 | -8.857260e-02 | 1.355030e+02 | 1.003300e+02 | 3.061690e+02 | 4.369720e-02 | 2.833730e-02 | 6.999100e-02 | 56.04 | 56 | 1.001 | 4.732105e-01 | 50.0000 | 31.15 | -24.272000 | 6.880000 |  
GRB190427A   |    900730    | -1.049120e+00 | -1.442890e+00 | -9.251260e-02 | 2.401470e+02 | 0.000000e+00 | 0.000000e+00 | 4.795880e-02 | 0.000000e+00 | 1.447670e-01 | 55.48 | 56 | 0.9907 | 4.944291e-01 | 50.0000 | 0.32 | -0.008000 | 0.312000 |  
GRB190424A   |    900285    | -1.196870e+00 | -1.566640e+00 | -5.859760e-01 | 1.354090e+02 | 7.411100e+01 | 0.000000e+00 | 1.150210e-02 | 7.587080e-03 | 2.314320e-02 | 54.09 | 56 | 0.9659 | 5.475491e-01 | 50.0000 | 15.68 | -1.312000 | 14.368000 |  
GRB190422A   |    899979    | -1.776940e+00 | -1.863370e+00 | -1.660290e+00 | 9.999360e+03 | 1.000020e-02 | 0.000000e+00 | 1.884810e-03 | 1.300390e-03 | 2.624540e-03 | 39.55 | 56 | 0.7063 | 9.529894e-01 | 50.0000 | 353.1 | 6.428000 | 359.532000 |  
GRB190331A   |    895813    | -1.163910e+00 | -1.379270e+00 | -5.872770e-01 | 5.356880e+02 | 0.000000e+00 | 0.000000e+00 | 1.068810e-02 | 7.333820e-03 | 2.026660e-02 | 47.22 | 56 | 0.8431 | 7.921655e-01 | 50.0000 | 4.56 | -0.056000 | 4.504000 |  
GRB190326A   |    895006    | -1.000000e+00 | N/A | N/A | 8.000000e+01 | N/A | N/A | 1.540890e-02 | N/A | N/A | 243.36 | 56 | 4.3457 | 3.364000e-25 | 50.0000 | 0.104 | 0.000000 | 0.104000 |  
GRB190324A   |    894718    | -1.197910e+00 | -1.396270e+00 | -9.902140e-01 | 1.571550e+02 | 1.122400e+02 | 3.924690e+02 | 1.712610e-02 | 1.392670e-02 | 2.126770e-02 | 60.96 | 56 | 1.089 | 3.021816e-01 | 50.0000 | 58.02 | -0.408000 | 57.608000 |  
GRB190320A   |    893808    | -9.177860e-01 | -1.316210e+00 | -8.159610e-03 | 2.211310e+02 | 0.000000e+00 | 0.000000e+00 | 5.059960e-03 | 3.113900e-03 | 1.133180e-02 | 51.36 | 56 | 0.9172 | 6.507826e-01 | 50.0000 | 70 | -25.200000 | 44.800000 |  
GRB190311A   |    892607    | -1.772720e+00 | -1.941010e+00 | -1.371380e+00 | 9.999350e+03 | 1.000080e-02 | 0.000000e+00 | 4.190160e-03 | 1.889450e-03 | 6.733810e-03 | 64.64 | 56 | 1.154 | 2.005241e-01 | 50.0000 | 24.13 | -2.120000 | 22.008000 |  
GRB190220A   |    889785    | -7.754170e-01 | -1.484010e+00 | 8.614400e-02 | 4.009530e+01 | 3.381360e+01 | 4.710940e+01 | 4.732170e-02 | 1.857630e-02 | 1.523510e-01 | 80.30 | 56 | 1.434 | 1.829973e-02 | 50.0000 | 12 | -0.120000 | 11.880000 |  
GRB190219A   |    889748    | -2.212640e+00 | -2.319850e+00 | -2.112650e+00 | 1.000000e+04 | 0.000000e+00 | 0.000000e+00 | 2.077610e-03 | 1.976340e-03 | 2.205820e-03 | 49.06 | 56 | 0.8760 | 7.329545e-01 | 50.0000 | 194.2 | -105.740000 | 88.496000 |  
GRB190211A   |    888648    | -1.327530e+00 | -3.854480e+00 | -1.934420e+00 | 9.999360e+03 | N/A | N/A | 5.171850e-03 | N/A | N/A | 64.23 | 56 | 1.147 | 2.103383e-01 | 50.0000 | 11.42 | -9.760000 | 1.664000 |  
GRB190204A   |    887579    | -1.166300e+00 | -1.289760e+00 | -1.010960e+00 | 4.141060e+02 | 2.161820e+02 | 0.000000e+00 | 2.328310e-02 | 2.055960e-02 | 2.696370e-02 | 46.87 | 56 | 0.8370 | 8.024540e-01 | 50.0000 | 60.65 | -6.520000 | 54.128000 |  
GRB190203A   |    887512    | -1.123770e+00 | -1.180940e+00 | -1.055270e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.284400e-03 | 5.119720e-03 | 5.939050e-03 | 61.26 | 56 | 1.094 | 2.929506e-01 | 50.0000 | 286.4 | -56.472000 | 229.960000 |  
GRB190202A   |    887217    | -7.720110e-01 | -1.263780e+00 | -2.187070e-01 | 1.289380e+02 | 9.025540e+01 | 6.133900e+02 | 4.115290e-02 | 2.500120e-02 | 7.136340e-02 | 44.77 | 56 | 0.7994 | 8.594822e-01 | 50.0000 | 28.22 | -4.824000 | 23.400000 |  
GRB190123A   |    885314    | -1.047050e+00 | -1.327110e+00 | -3.851020e-01 | 9.787550e+02 | 0.000000e+00 | 0.000000e+00 | 2.988900e-03 | 2.501920e-03 | 3.171600e-03 | 67.52 | 56 | 1.206 | 1.391771e-01 | 50.0000 | 28.05 | -1.220000 | 27.648000 |  
GRB190114C   |    883832    | -1.430090e+00 | -1.451970e+00 | -1.402130e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 1.211510e-02 | 1.194890e-02 | 1.224560e-02 | 91.54 | 56 | 1.635 | 1.913959e-03 | 50.0000 | 708.4 | -6.604000 | 703.192000 |  
GRB190114B   |    883818    | -1.324480e+00 | -2.137590e+00 | 1.373720e+00 | 3.923100e+01 | 2.996260e+00 | 0.000000e+00 | 4.833570e-03 | 0.000000e+00 | 2.687230e-01 | 54.12 | 56 | 0.9664 | 5.464953e-01 | 50.0000 | 29.06 | -1.164000 | 27.900000 |  
GRB190114A   |    883600    | -1.388020e+00 | -2.110100e+00 | -4.242640e-01 | 3.653110e+01 | 6.517990e+00 | 0.000000e+00 | 2.970460e-03 | 0.000000e+00 | 1.129580e-02 | 46.23 | 56 | 0.8255 | 8.209707e-01 | 50.0000 | 73.18 | 126.400000 | 199.580000 |  
GRB190110A   |    883012    | -1.366770e+00 | -1.639320e+00 | -1.075670e+00 | 1.116820e+02 | 8.010270e+01 | 5.964000e+02 | 3.133820e-02 | 2.333370e-02 | 4.297380e-02 | 48.39 | 56 | 0.8640 | 7.552493e-01 | 50.0000 | 11.79 | -0.796000 | 10.996000 |  
GRB190109B   |    882809    | -1.217360e+00 | -1.671900e+00 | -5.011320e-01 | 1.010680e+02 | 6.168320e+01 | 0.000000e+00 | 1.055210e-02 | 6.246480e-03 | 2.454860e-02 | 64.65 | 56 | 1.154 | 2.002077e-01 | 50.0000 | 7.568 | -4.260000 | 3.308000 |  
GRB190109A   |    882747    | -3.291520e-01 | -7.803020e-01 | 1.727220e-01 | 4.950100e+01 | 4.604920e+01 | 5.387150e+01 | 2.192790e-02 | 1.265390e-02 | 4.065160e-02 | 46.11 | 56 | 0.8234 | 8.243563e-01 | 50.0000 | 200.8 | 5.868000 | 206.680000 |  
GRB190106A   |    882252    | -1.368220e+00 | -1.568770e+00 | -1.158110e+00 | 1.546280e+02 | 1.045620e+02 | 8.929250e+02 | 8.189700e-03 | 6.648750e-03 | 1.018980e-02 | 37.68 | 56 | 0.6728 | 9.714335e-01 | 50.0000 | 96.74 | -0.124000 | 96.616000 |  
GRB190103B   |    881709    | -9.924160e-01 | -1.270330e+00 | -6.963540e-01 | 8.498840e+01 | 7.310910e+01 | 1.102320e+02 | 9.910970e-02 | 7.385160e-02 | 1.356110e-01 | 58.41 | 56 | 1.043 | 3.869927e-01 | 50.0000 | 26.61 | -10.432000 | 16.176000 |  
GRB181228A   |    879909    | -1.240620e+00 | -1.453590e+00 | -1.013870e+00 | 2.056840e+02 | 1.251110e+02 | 0.000000e+00 | 3.921760e-03 | 3.147940e-03 | 4.959240e-03 | 50.15 | 56 | 0.8956 | 6.947670e-01 | 50.0000 | 341.9 | -3.984000 | 337.936000 |  
GRB181224A   |    878911    | -4.131500e-01 | -1.208650e+00 | 5.676780e-01 | 9.945250e+01 | 7.117130e+01 | 5.217090e+02 | 8.223270e-03 | 3.525000e-03 | 2.267790e-02 | 37.90 | 56 | 0.6768 | 9.695580e-01 | 50.0000 | 15.34 | -12.036000 | 3.304000 |  
GRB181213A   |    876016    | -1.496060e+00 | -2.822430e+00 | -6.716980e-01 | 2.704720e+02 | 0.000000e+00 | 0.000000e+00 | 1.042100e-02 | 1.883810e-03 | 2.696840e-02 | 39.28 | 56 | 0.7014 | 9.560926e-01 | 50.0000 | 16.35 | -0.408000 | 15.944000 |  
GRB181203A   |    874475    | -1.628610e+00 | -2.191060e+00 | -1.017080e+00 | 8.935820e+01 | N/A | N/A | 6.011230e-03 | N/A | N/A | 55.67 | 56 | 0.9941 | 4.873852e-01 | 50.0000 | 17.65 | -1.796000 | 15.852000 |  
GRB181202A   |    874334    | -9.884110e-01 | -1.767480e+00 | 9.755110e-02 | 7.610780e+01 | 4.953150e+01 | 0.000000e+00 | 8.121940e-03 | 3.385780e-03 | 3.051050e-02 | 46.75 | 56 | 0.8348 | 8.061345e-01 | 50.0000 | 7.012 | -0.256000 | 6.756000 |  
GRB181126A   |    873539    | 1.329220e-01 | -5.506020e-01 | 9.441840e-01 | 8.382710e+01 | 6.894240e+01 | 1.174400e+02 | 6.453120e-02 | 3.099200e-02 | 1.525600e-01 | 66.66 | 56 | 1.190 | 1.558057e-01 | 50.0000 | 2.232 | -0.068000 | 2.164000 |  
GRB181125A   |    873433    | -8.468280e-01 | -1.495990e+00 | 7.503250e-01 | 8.372740e+01 | 5.363750e+01 | 0.000000e+00 | 6.838390e-03 | 2.629540e-03 | 3.689820e-02 | 98.55 | 56 | 1.760 | 3.883166e-04 | 50.0000 | 11.42 | -0.180000 | 11.240000 |  
GRB181123B   |    873186    | -7.245570e-01 | -9.804600e-01 | -4.326340e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.776100e-02 | 3.228160e-02 | 8.173970e-02 | 69.85 | 56 | 1.247 | 1.009463e-01 | 50.0000 | 0.28 | 0.032000 | 0.312000 |  
GRB181110A   |    871316    | -1.907760e+00 | -2.123540e+00 | -1.679860e+00 | 3.922910e+01 | 4.493290e+00 | 0.000000e+00 | 5.073920e-03 | 3.994610e-03 | 6.550770e-03 | 65.50 | 56 | 1.170 | 1.803828e-01 | 50.0000 | 239.1 | -109.304000 | 129.808000 |  
GRB181103A   |    870201    | -1.945480e+00 | -2.618430e+00 | -9.381550e-01 | 9.999360e+03 | N/A | N/A | 2.750500e-03 | N/A | N/A | 45.83 | 56 | 0.8184 | 8.319992e-01 | 50.0000 | 11.18 | -1.224000 | 9.960000 |  
GRB181030A   |    869494    | -1.336710e+00 | -1.678060e+00 | -9.668490e-01 | 8.078880e+01 | 6.175140e+01 | 2.571280e+02 | 2.411140e-03 | 1.620380e-03 | 3.721790e-03 | 58.37 | 56 | 1.042 | 3.884842e-01 | 50.0000 | 439.8 | 3.192000 | 443.004000 |  
GRB181027A   |    868984    | -1.321620e+00 | -1.592220e+00 | -9.955600e-01 | 3.484160e+02 | 1.278100e+02 | 0.000000e+00 | 3.136990e-03 | 2.703260e-03 | 4.383980e-03 | 41.16 | 56 | 0.7351 | 9.311687e-01 | 50.0000 | 103.9 | -18.452000 | 85.444000 |  
GRB181023A   |    868427    | -1.550580e+00 | -2.384470e+00 | -5.700100e-01 | 1.298560e+02 | 0.000000e+00 | 0.000000e+00 | 2.615130e-03 | 1.858620e-03 | 7.945160e-03 | 71.65 | 56 | 1.279 | 7.760368e-02 | 50.0000 | 65.96 | -29.016000 | 36.940000 |  
GRB181022A   |    868312    | -7.229980e-01 | -0.000000e+00 | 1.260010e+00 | 3.030250e+02 | 0.000000e+00 | 0.000000e+00 | 2.286930e-03 | 1.373330e-03 | 1.348470e-02 | 59.88 | 56 | 1.069 | 3.366932e-01 | 50.0000 | 9.608 | -1.644000 | 7.964000 |  
GRB181020A   |    867987    | -1.159080e+00 | -1.279650e+00 | -9.210010e-01 | 4.953800e+02 | 0.000000e+00 | 0.000000e+00 | 3.267340e-03 | 2.775640e-03 | 4.155510e-03 | 51.97 | 56 | 0.9280 | 6.281245e-01 | 50.0000 | 272.7 | -1.448000 | 271.204000 |  
GRB181016A   |    867252    | -1.502970e+00 | -1.713760e+00 | -8.621850e-01 | 9.998720e+03 | 0.000000e+00 | 0.000000e+00 | 1.555470e-03 | 6.179150e-04 | 3.254560e-03 | 68.95 | 56 | 1.231 | 1.146365e-01 | 50.0000 | 128.2 | -18.004000 | 110.180000 |  
GRB181013A   |    866783    | -1.753130e+00 | -2.581280e+00 | 7.555340e-01 | 1.599510e+02 | 1.010360e-02 | 0.000000e+00 | 3.114180e-04 | 0.000000e+00 | 5.291950e-03 | 59.44 | 56 | 1.062 | 3.513182e-01 | 50.0000 | 105.6 | 18.368000 | 123.968000 |  
GRB181010A   |    866434    | -1.420130e+00 | -1.653330e+00 | -8.613240e-01 | 2.711480e+02 | 0.000000e+00 | 0.000000e+00 | 4.264780e-03 | 2.854160e-03 | 8.123470e-03 | 56.14 | 56 | 1.003 | 4.696026e-01 | 50.0000 | 19.26 | -4.044000 | 15.212000 |  
GRB181003A   |    865179    | 1.841350e-01 | -7.867020e-01 | 1.422740e+00 | 5.619210e+01 | 4.699190e+01 | 7.529870e+01 | 1.601190e-02 | 0.000000e+00 | 7.502490e-02 | 47.70 | 56 | 0.8518 | 7.772946e-01 | 50.0000 | 29.2 | -11.196000 | 18.008000 |  
GRB181002A   |    865036    | -1.835170e+00 | -2.079810e+00 | -8.336870e-01 | 2.130610e+01 | N/A | N/A | 2.019170e-03 | N/A | N/A | 47.02 | 56 | 0.8396 | 7.981175e-01 | 50.0000 | 72 | -28.376000 | 43.624000 |  
GRB180930A   |    864584    | -1.731130e+00 | -2.285310e+00 | -1.985150e-01 | 7.777630e+01 | 1.954740e-02 | 0.000000e+00 | 3.588860e-03 | N/A | N/A | 53.90 | 56 | 0.9625 | 5.547011e-01 | 50.0000 | 7.448 | -3.244000 | 4.204000 |  
GRB180925A   |    863421    | -1.446480e+00 | -1.606610e+00 | -1.104790e+00 | 9.753280e+02 | 0.000000e+00 | 0.000000e+00 | 4.023710e-03 | 3.626830e-03 | 4.176920e-03 | 59.66 | 56 | 1.065 | 3.442271e-01 | 50.0000 | 108.5 | -4.440000 | 104.028000 |  
GRB180924A   |    863186    | -1.785110e+00 | -2.233130e+00 | -1.227920e+00 | 6.196350e+01 | N/A | N/A | 1.617870e-03 | N/A | N/A | 64.05 | 56 | 1.144 | 2.148604e-01 | 50.0000 | 111 | -84.668000 | 26.348000 |  
GRB180905A   |    859421    | -1.176880e+00 | -1.623900e+00 | -6.714680e-01 | 1.015760e+02 | 6.979590e+01 | 0.000000e+00 | 3.475090e-03 | 2.117260e-03 | 6.144700e-03 | 66.27 | 56 | 1.183 | 1.638715e-01 | 50.0000 | 205.6 | -58.932000 | 146.660000 |  
GRB180904A   |    859282    | -4.620910e-02 | -1.172770e+00 | 1.733690e+00 | 1.019460e+02 | 6.770220e+01 | 0.000000e+00 | 1.081150e-02 | 0.000000e+00 | 7.461750e-02 | 53.11 | 56 | 0.9484 | 5.850411e-01 | 50.0000 | 6.276 | 0.280000 | 6.556000 |  
GRB180828A   |    856977    | -7.951730e-01 | -9.137200e-01 | -5.403750e-01 | 8.330890e+02 | 0.000000e+00 | 0.000000e+00 | 2.356970e-02 | 2.243300e-02 | 2.929370e-02 | 45.89 | 56 | 0.8194 | 8.304687e-01 | 50.0000 | 36 | -7.288000 | 28.712000 |  
GRB180823A   |    855434    | -1.323590e+00 | -1.526730e+00 | -1.110440e+00 | 1.422900e+02 | 9.981670e+01 | 4.858460e+02 | 9.983250e-03 | 8.036690e-03 | 1.254490e-02 | 63.04 | 56 | 1.126 | 2.413758e-01 | 50.0000 | 109.6 | -37.532000 | 72.048000 |  
GRB180821A   |    854578    | -1.788970e+00 | -2.142270e+00 | -1.489140e+00 | 9.999360e+03 | 1.000000e-02 | 0.000000e+00 | 2.472900e-03 | 0.000000e+00 | 9.500230e-03 | 57.06 | 56 | 1.019 | 4.355343e-01 | 50.0000 | 64 | 1.000000 | 65.000000 |  
GRB180818B   |    853882    | -1.043610e+00 | -1.562960e+00 | -4.453370e-01 | 5.912970e+01 | 4.848050e+01 | 9.658020e+01 | 4.001740e-03 | 2.112460e-03 | 8.447670e-03 | 43.26 | 56 | 0.7724 | 8.935343e-01 | 50.0000 | 156.3 | -93.580000 | 62.744000 |  
GRB180818A   |    853824    | -1.993950e+00 | -0.000000e+00 | -0.000000e+00 | 1.736580e+00 | N/A | N/A | 2.077770e-03 | N/A | N/A | 47.99 | 56 | 0.8569 | 7.681255e-01 | 50.0000 | 16.24 | -2.144000 | 14.096000 |  
GRB180812A   |    852903    | -4.885580e-01 | -1.437170e+00 | 1.250390e+00 | 1.068860e+02 | N/A | N/A | 1.048400e-02 | N/A | N/A | 57.91 | 56 | 1.034 | 4.048101e-01 | 50.0000 | 17.47 | -0.840000 | 16.628000 |  
GRB180809B   |    852553    | -1.104910e+00 | -1.190820e+00 | -1.017330e+00 | 4.491040e+02 | 3.015310e+02 | 1.093580e+03 | 2.391500e-02 | 2.227590e-02 | 2.571760e-02 | 28.25 | 56 | 0.5045 | 9.992751e-01 | 50.0000 | 338.4 | -36.080000 | 302.308000 |  
GRB180805B   |    851855    | -1.084680e+00 | -1.393650e+00 | -7.478080e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 6.520620e-04 | 5.390470e-04 | 2.308410e-03 | 54.43 | 56 | 0.9719 | 5.346306e-01 | 50.0000 | 126.6 | -0.100000 | 126.532000 |  
GRB180805A   |    851829    | -1.654530e-01 | -1.652400e+00 | 2.155540e+00 | 5.408180e+01 | 3.915140e+01 | 0.000000e+00 | 4.234300e-02 | 0.000000e+00 | 1.004060e+00 | 53.88 | 56 | 0.9621 | 5.557057e-01 | 50.0000 | 1.864 | 0.036000 | 1.900000 |  
GRB180728A   |    850471    | -1.908250e+00 | -2.008640e+00 | -1.805750e+00 | 8.833660e+01 | 6.368720e+01 | 0.000000e+00 | 9.426920e-02 | 8.983750e-02 | 1.034680e-01 | 43.61 | 56 | 0.7787 | 8.861206e-01 | 50.0000 | 36.76 | -0.244000 | 36.512000 |  
GRB180727A   |    850231    | -5.880520e-01 | -1.072260e+00 | -4.227630e-02 | 6.762690e+01 | 5.804380e+01 | 8.768260e+01 | 7.578560e-02 | 4.311030e-02 | 1.432510e-01 | 43.23 | 56 | 0.7720 | 8.940943e-01 | 50.0000 | 1.384 | -0.052000 | 1.332000 |  
GRB180721A   |    849018    | -7.568740e-01 | -1.426880e+00 | 3.359730e-01 | 1.278750e+02 | 7.059890e+01 | 0.000000e+00 | 2.129870e-03 | 1.083320e-03 | 7.153270e-03 | 51.61 | 56 | 0.9217 | 6.414416e-01 | 50.0000 | 49.31 | -0.392000 | 48.916000 |  
GRB180720C   |    848932    | -1.384850e+00 | -1.516210e+00 | -1.154400e+00 | 9.999290e+03 | 0.000000e+00 | 0.000000e+00 | 1.441600e-03 | 1.342330e-03 | 1.909890e-03 | 53.06 | 56 | 0.9474 | 5.870245e-01 | 50.0000 | 164 | -150.520000 | 13.444000 |  
